Episode,Captured,Steps,Reward,CaptureRate,LR
2643,0,22,-4.34,43.0,4.90e-05
2644,0,14,7.44,43.0,4.90e-05
2645,1,78,213.81,43.0,4.89e-05
2646,1,48,205.84,43.0,4.89e-05
2647,1,50,222.87,44.0,4.89e-05
2648,1,27,223.95,45.0,4.89e-05
2649,0,20,-11.38,45.0,4.88e-05
2650,0,3,-31.53,45.0,4.88e-05
2651,1,38,205.95,45.0,4.88e-05
2652,0,21,11.03,44.0,4.87e-05
2653,1,77,215.71,44.0,4.87e-05
2654,0,29,28.69,43.0,4.87e-05
2655,0,36,47.02,43.0,4.86e-05
2656,0,15,-4.70,42.0,4.86e-05
2657,1,33,202.97,42.0,4.86e-05
2658,0,13,-11.81,42.0,4.85e-05
2659,1,37,224.05,42.0,4.85e-05
2660,0,63,93.30,41.0,4.85e-05
2661,1,39,209.83,42.0,4.84e-05
2662,1,50,243.26,43.0,4.84e-05
2663,1,53,202.53,43.0,4.84e-05
2664,1,85,156.34,44.0,4.84e-05
2665,0,10,-44.75,43.0,4.83e-05
2666,1,24,216.12,43.0,4.83e-05
2667,0,34,62.39,43.0,4.83e-05
2668,0,40,4.49,42.0,4.82e-05
2669,0,3,-32.81,41.0,4.82e-05
2670,0,53,70.87,41.0,4.82e-05
2671,1,52,239.80,42.0,4.81e-05
2672,1,60,210.64,42.0,4.81e-05
2673,1,52,218.48,43.0,4.81e-05
2674,0,33,32.73,42.0,4.80e-05
2675,0,68,-61.39,41.0,4.80e-05
2676,1,53,240.37,42.0,4.80e-05
2677,1,46,192.92,43.0,4.80e-05
2678,1,15,218.29,43.0,4.79e-05
2679,0,14,-15.95,43.0,4.79e-05
2680,0,25,24.94,43.0,4.79e-05
2681,0,25,6.98,43.0,4.78e-05
2682,1,67,230.36,44.0,4.78e-05
2683,0,31,20.73,43.0,4.78e-05
2684,0,37,61.69,43.0,4.77e-05
2685,0,49,36.52,42.0,4.77e-05
2686,1,60,208.81,43.0,4.77e-05
2687,0,20,12.80,42.0,4.76e-05
2688,0,34,2.88,41.0,4.76e-05
2689,0,41,69.34,41.0,4.76e-05
2690,0,21,-6.80,41.0,4.75e-05
2691,0,8,-29.07,41.0,4.75e-05
2692,0,26,-12.49,41.0,4.75e-05
2693,0,7,-7.62,40.0,4.75e-05
2694,1,68,195.88,41.0,4.74e-05
2695,1,32,223.68,42.0,4.74e-05
2696,1,54,226.30,43.0,4.74e-05
2697,1,76,240.88,44.0,4.73e-05
2698,0,5,-28.32,43.0,4.73e-05
2699,1,57,251.18,43.0,4.73e-05
2701,1,37,217.18,44.0,4.72e-05
2702,1,33,217.78,45.0,4.72e-05
2703,1,78,214.95,45.0,4.72e-05
2704,0,8,-20.17,45.0,4.71e-05
2705,1,49,228.21,46.0,4.71e-05
2706,1,34,228.78,46.0,4.71e-05
2707,1,35,215.79,47.0,4.71e-05
2708,1,70,213.02,47.0,4.70e-05
2709,0,7,-19.47,46.0,4.70e-05
2710,0,2,-24.63,46.0,4.70e-05
2712,0,2,-33.12,45.0,4.69e-05
2713,0,35,11.08,44.0,4.69e-05
2714,0,20,42.32,44.0,4.69e-05
2715,1,26,213.80,45.0,4.68e-05
2716,0,27,39.47,44.0,4.68e-05
2717,1,27,217.84,44.0,4.68e-05
2718,0,26,7.44,44.0,4.67e-05
2719,1,71,248.71,45.0,4.67e-05
2720,1,47,245.03,45.0,4.67e-05
2721,1,28,213.73,45.0,4.66e-05
2722,1,40,186.57,46.0,4.66e-05
2724,0,20,-4.93,46.0,4.66e-05
2725,0,4,-29.43,46.0,4.66e-05
2726,0,5,-27.67,46.0,4.65e-05
2727,1,45,229.03,46.0,4.65e-05
2728,0,65,81.18,46.0,4.65e-05
2729,0,37,13.95,46.0,4.64e-05
2730,1,24,201.74,47.0,4.64e-05
2732,0,13,-11.78,47.0,4.64e-05
2733,0,4,-39.70,47.0,4.63e-05
2734,0,16,-10.25,47.0,4.63e-05
2735,0,30,11.98,47.0,4.63e-05
2736,0,2,-28.63,46.0,4.62e-05
2737,0,20,4.61,45.0,4.62e-05
2738,1,35,221.12,46.0,4.62e-05
2739,0,16,18.68,45.0,4.62e-05
2740,1,42,205.54,45.0,4.61e-05
2742,1,48,213.70,44.0,4.61e-05
2743,1,70,193.45,45.0,4.61e-05
2744,1,53,212.75,46.0,4.60e-05
2745,0,13,13.89,45.0,4.60e-05
2746,0,6,-24.56,44.0,4.60e-05
2747,0,11,-29.75,43.0,4.59e-05
2748,1,67,253.50,43.0,4.59e-05
2749,1,26,198.60,44.0,4.59e-05
2750,0,12,-4.21,44.0,4.58e-05
2751,0,23,55.14,43.0,4.58e-05
2752,0,8,-14.25,43.0,4.58e-05
2753,0,2,-24.73,42.0,4.57e-05
2754,0,20,12.66,42.0,4.57e-05
2755,1,61,241.32,43.0,4.57e-05
2756,0,13,8.58,43.0,4.57e-05
2757,0,9,-38.32,42.0,4.56e-05
2758,1,60,235.73,43.0,4.56e-05
2759,1,69,220.31,43.0,4.56e-05
2760,1,55,246.07,44.0,4.55e-05
2761,1,44,236.44,44.0,4.55e-05
2763,0,59,29.19,42.0,4.55e-05
2764,1,34,222.93,42.0,4.54e-05
2765,0,8,-20.67,42.0,4.54e-05
2766,0,41,32.77,41.0,4.54e-05
2767,1,55,243.62,42.0,4.53e-05
2768,1,46,224.98,43.0,4.53e-05
2769,1,46,217.49,44.0,4.53e-05
2770,0,9,-23.82,44.0,4.53e-05
2771,0,40,60.95,43.0,4.52e-05
2772,0,30,24.85,42.0,4.52e-05
2773,0,5,-35.47,41.0,4.52e-05
2775,1,18,219.54,42.0,4.51e-05
2776,1,54,200.84,42.0,4.51e-05
2777,0,24,-19.17,41.0,4.51e-05
2778,1,35,227.06,41.0,4.50e-05
2779,0,7,-34.62,41.0,4.50e-05
2780,0,3,-25.13,41.0,4.50e-05
2781,0,20,-1.67,41.0,4.49e-05
2782,1,51,227.40,41.0,4.49e-05
2783,0,12,7.20,41.0,4.49e-05
2784,1,67,201.37,42.0,4.49e-05
2785,1,38,216.92,43.0,4.48e-05
2786,1,25,231.78,43.0,4.48e-05
2787,0,5,-20.20,43.0,4.48e-05
2788,0,21,-7.04,43.0,4.47e-05
2789,0,18,17.95,43.0,4.47e-05
2790,0,3,-30.25,43.0,4.47e-05
2791,1,33,199.43,44.0,4.46e-05
2792,0,15,-16.28,44.0,4.46e-05
2793,0,21,-14.64,44.0,4.46e-05
2795,1,33,199.27,43.0,4.45e-05
2796,0,53,69.05,42.0,4.45e-05
2797,0,9,-18.79,41.0,4.45e-05
2798,1,73,244.26,42.0,4.45e-05
2800,1,33,206.81,42.0,4.44e-05
2801,1,40,218.60,42.0,4.44e-05
2802,1,71,216.96,42.0,4.44e-05
2803,0,3,-25.25,41.0,4.43e-05
2804,1,33,204.54,42.0,4.43e-05
2805,0,5,-20.14,41.0,4.43e-05
2806,1,29,205.01,41.0,4.42e-05
2807,0,14,-6.92,40.0,4.42e-05
2808,0,20,-7.63,39.0,4.42e-05
2809,0,17,30.48,39.0,4.41e-05
2810,1,33,223.15,40.0,4.41e-05
2811,1,28,231.59,41.0,4.41e-05
2812,1,38,248.73,42.0,4.40e-05
2813,1,75,211.74,43.0,4.40e-05
2814,0,15,-26.88,43.0,4.40e-05
2815,0,13,-15.20,42.0,4.40e-05
2816,0,18,26.83,42.0,4.39e-05
2817,0,24,0.48,41.0,4.39e-05
2818,0,9,-16.00,41.0,4.39e-05
2819,0,29,-11.33,40.0,4.38e-05
2820,1,41,206.72,40.0,4.38e-05
2821,0,5,-42.06,39.0,4.38e-05
2823,0,8,-14.22,38.0,4.37e-05
2824,1,83,245.40,39.0,4.37e-05
2825,1,34,276.96,40.0,4.37e-05
2826,0,4,-20.14,40.0,4.36e-05
2827,0,5,-11.96,39.0,4.36e-05
2828,1,61,229.55,40.0,4.36e-05
2829,0,18,14.78,40.0,4.36e-05
2830,0,5,-37.60,39.0,4.35e-05
2831,0,13,29.34,39.0,4.35e-05
2832,0,28,-1.01,39.0,4.35e-05
2833,1,55,211.34,40.0,4.34e-05
2834,0,3,-21.47,40.0,4.34e-05
2835,1,26,231.53,41.0,4.34e-05
2837,1,58,221.44,42.0,4.33e-05
2838,1,70,207.78,42.0,4.33e-05
2839,0,20,34.71,42.0,4.33e-05
2840,0,38,58.34,41.0,4.32e-05
2841,0,12,-2.60,41.0,4.32e-05
2842,1,44,194.39,41.0,4.32e-05
2843,1,68,228.43,41.0,4.32e-05
2844,1,29,205.35,41.0,4.31e-05
2845,0,16,28.03,41.0,4.31e-05
2847,0,25,26.41,41.0,4.31e-05
2848,1,68,198.05,41.0,4.30e-05
2849,0,2,-33.16,40.0,4.30e-05
2850,1,20,218.13,41.0,4.30e-05
2851,1,52,231.73,42.0,4.29e-05
2852,1,46,214.86,43.0,4.29e-05
2853,0,2,-25.24,43.0,4.29e-05
2854,1,33,231.18,44.0,4.28e-05
2855,1,18,217.81,44.0,4.28e-05
2857,0,34,6.17,44.0,4.28e-05
2858,0,2,-25.81,43.0,4.28e-05
2859,1,40,204.73,43.0,4.27e-05
2860,1,40,231.43,43.0,4.27e-05
2861,0,7,-13.23,42.0,4.27e-05
2862,0,36,55.23,42.0,4.26e-05
2863,0,61,64.27,42.0,4.26e-05
2864,0,16,63.16,41.0,4.26e-05
2865,1,40,226.92,42.0,4.25e-05
2867,0,55,63.05,41.0,4.25e-05
2868,0,2,-33.65,40.0,4.25e-05
2869,0,51,53.37,39.0,4.24e-05
2870,0,3,-29.34,39.0,4.24e-05
2871,0,2,-25.20,39.0,4.24e-05
2872,1,35,219.45,40.0,4.24e-05
2873,1,38,230.80,41.0,4.23e-05
2874,1,47,243.03,42.0,4.23e-05
2875,0,15,19.75,41.0,4.23e-05
2876,1,39,221.05,41.0,4.22e-05
2877,1,64,236.70,42.0,4.22e-05
2878,1,57,200.42,42.0,4.22e-05
2879,0,15,-21.53,42.0,4.21e-05
2880,0,22,-31.69,42.0,4.21e-05
2881,0,7,-9.85,42.0,4.21e-05
2882,0,16,35.47,41.0,4.21e-05
2883,0,28,-7.51,41.0,4.20e-05
2884,1,48,205.81,41.0,4.20e-05
2885,0,21,-18.60,40.0,4.20e-05
2886,1,49,242.77,40.0,4.19e-05
2887,1,22,215.89,41.0,4.19e-05
2888,0,3,-23.67,41.0,4.19e-05
2889,0,15,8.22,41.0,4.18e-05
2890,0,23,-27.84,41.0,4.18e-05
2891,0,22,13.55,40.0,4.18e-05
2892,1,32,208.11,41.0,4.17e-05
2893,1,32,233.45,42.0,4.17e-05
2894,0,48,85.99,42.0,4.17e-05
2895,1,66,194.52,42.0,4.17e-05
2896,0,12,-16.28,42.0,4.16e-05
2897,0,39,22.09,42.0,4.16e-05
2899,0,10,4.39,41.0,4.16e-05
2900,1,56,239.01,41.0,4.15e-05
2901,1,61,203.49,41.0,4.15e-05
2902,0,6,-46.13,40.0,4.15e-05
2903,0,14,18.28,40.0,4.14e-05
2904,1,63,226.20,40.0,4.14e-05
2905,0,25,-0.98,40.0,4.14e-05
2906,1,31,208.88,40.0,4.13e-05
2907,0,35,31.02,40.0,4.13e-05
2908,0,12,11.01,40.0,4.13e-05
2909,0,25,16.19,40.0,4.13e-05
2910,0,44,39.92,39.0,4.12e-05
2911,0,16,16.43,38.0,4.12e-05
2913,0,43,21.49,36.0,4.12e-05
2914,1,61,199.86,37.0,4.11e-05
2915,1,35,222.95,38.0,4.11e-05
2916,1,48,193.25,39.0,4.11e-05
2917,0,16,4.68,39.0,4.10e-05
2918,0,23,-4.70,39.0,4.10e-05
2919,1,89,222.51,40.0,4.10e-05
2921,1,76,240.92,40.0,4.09e-05
2922,1,58,218.78,41.0,4.09e-05
2923,0,35,11.57,41.0,4.09e-05
2924,0,64,43.93,40.0,4.09e-05
2925,0,49,79.74,39.0,4.08e-05
2926,1,54,229.96,40.0,4.08e-05
2927,0,10,-7.25,40.0,4.08e-05
2928,0,49,49.07,39.0,4.07e-05
2929,1,66,215.79,40.0,4.07e-05
2930,1,42,230.62,41.0,4.07e-05
2931,1,65,229.59,42.0,4.06e-05
2932,0,26,13.20,42.0,4.06e-05
2933,0,38,-10.38,41.0,4.06e-05
2934,0,12,-24.35,41.0,4.06e-05
2935,1,74,198.19,41.0,4.05e-05
2936,1,56,226.24,42.0,4.05e-05
2937,1,47,225.91,42.0,4.05e-05
2938,1,31,224.33,42.0,4.04e-05
2940,1,45,205.18,43.0,4.04e-05
2941,0,7,-36.03,43.0,4.04e-05
2942,0,13,-13.00,42.0,4.03e-05
2943,0,11,-25.82,41.0,4.03e-05
2944,1,20,209.42,41.0,4.03e-05
2945,0,22,-38.43,41.0,4.02e-05
2946,1,50,260.03,42.0,4.02e-05
2947,0,13,4.56,42.0,4.02e-05
2948,1,77,247.73,42.0,4.02e-05
2949,0,7,-33.66,42.0,4.01e-05
2950,1,40,231.23,42.0,4.01e-05
2953,1,73,227.39,41.0,4.01e-05
2954,0,22,-27.55,40.0,4.00e-05
2955,0,14,9.74,39.0,4.00e-05
2956,1,44,230.84,40.0,4.00e-05
2957,0,44,32.50,40.0,3.99e-05
2958,1,77,220.36,41.0,3.99e-05
2959,1,69,241.87,41.0,3.99e-05
2960,0,34,16.95,40.0,3.99e-05
2961,1,55,210.66,41.0,3.98e-05
2962,0,5,-13.86,41.0,3.98e-05
2963,0,15,-11.12,41.0,3.98e-05
2964,0,20,-3.88,41.0,3.97e-05
2965,1,24,204.18,41.0,3.97e-05
2966,0,2,-32.13,41.0,3.97e-05
2967,0,10,-1.90,41.0,3.96e-05
2968,1,95,225.56,42.0,3.96e-05
2969,0,18,8.96,42.0,3.96e-05
2970,0,34,9.36,42.0,3.96e-05
2971,0,17,24.22,42.0,3.95e-05
2972,0,54,15.67,41.0,3.95e-05
2973,0,19,-23.42,40.0,3.95e-05
2974,0,8,-5.83,39.0,3.94e-05
2975,0,2,-29.91,39.0,3.94e-05
2977,1,73,217.57,38.0,3.94e-05
2978,1,54,228.20,38.0,3.93e-05
2979,0,6,-17.49,38.0,3.93e-05
2980,0,74,41.49,38.0,3.93e-05
2981,1,30,229.33,39.0,3.92e-05
2982,0,22,7.22,39.0,3.92e-05
2983,0,22,2.26,39.0,3.92e-05
2984,0,4,-16.05,38.0,3.92e-05
2985,1,66,214.52,39.0,3.91e-05
2986,0,2,-28.85,38.0,3.91e-05
2988,1,24,217.37,38.0,3.91e-05
2989,0,8,-10.30,38.0,3.90e-05
2990,0,10,-23.31,38.0,3.90e-05
2991,0,17,-7.44,38.0,3.90e-05
2993,0,19,-37.90,36.0,3.89e-05
2994,0,25,33.74,36.0,3.89e-05
2995,0,74,16.94,35.0,3.89e-05
2996,1,36,185.77,36.0,3.89e-05
2997,0,51,39.21,36.0,3.88e-05
2998,0,17,28.91,36.0,3.88e-05
2999,1,38,216.33,37.0,3.88e-05
3000,0,52,67.91,36.0,3.87e-05
3001,0,58,24.67,35.0,3.87e-05
3002,0,64,79.99,35.0,3.87e-05
3003,1,37,209.95,36.0,3.86e-05
3004,1,63,213.52,36.0,3.86e-05
3005,1,45,205.55,37.0,3.86e-05
3006,1,53,258.55,37.0,3.86e-05
3007,1,61,238.37,38.0,3.85e-05
3008,1,34,212.94,39.0,3.85e-05
3009,0,37,20.31,39.0,3.85e-05
3010,0,28,39.56,39.0,3.84e-05
3011,1,29,224.55,40.0,3.84e-05
3012,0,36,3.08,40.0,3.84e-05
3013,0,8,-17.75,40.0,3.83e-05
3014,1,54,223.76,40.0,3.83e-05
3015,0,4,-22.95,39.0,3.83e-05
3016,1,46,228.40,39.0,3.83e-05
3017,0,3,-33.66,39.0,3.82e-05
3018,0,11,10.05,39.0,3.82e-05
3019,1,79,222.81,39.0,3.82e-05
3020,0,3,-19.54,39.0,3.81e-05
3021,0,27,34.68,38.0,3.81e-05
3022,0,21,15.76,37.0,3.81e-05
3023,0,32,-10.90,37.0,3.80e-05
3024,0,31,-6.80,37.0,3.80e-05
3025,0,5,-18.82,37.0,3.80e-05
3026,0,2,-27.28,36.0,3.79e-05
3027,1,67,214.07,37.0,3.79e-05
3028,0,19,8.68,37.0,3.79e-05
3029,1,69,222.17,37.0,3.79e-05
3030,0,26,11.74,36.0,3.78e-05
3031,1,47,219.89,36.0,3.78e-05
3032,0,14,-10.17,36.0,3.78e-05
3033,0,8,-9.00,36.0,3.77e-05
3034,1,52,223.86,37.0,3.77e-05
3035,0,12,-8.34,36.0,3.77e-05
3036,1,18,222.08,36.0,3.76e-05
3037,1,41,220.70,36.0,3.76e-05
3038,0,11,7.57,35.0,3.76e-05
3040,1,41,197.46,35.0,3.76e-05
3041,1,53,216.65,36.0,3.75e-05
3042,1,49,232.46,37.0,3.75e-05
3043,1,35,213.49,38.0,3.75e-05
3044,0,3,-27.19,37.0,3.74e-05
3045,1,98,206.58,38.0,3.74e-05
3046,0,9,-5.55,37.0,3.74e-05
3047,0,44,69.85,37.0,3.73e-05
3048,0,40,5.85,36.0,3.73e-05
3049,0,16,-15.92,36.0,3.73e-05
3050,0,25,51.16,35.0,3.73e-05
3051,0,27,-4.25,35.0,3.72e-05
3052,0,72,34.82,35.0,3.72e-05
3053,0,5,-20.43,34.0,3.72e-05
3054,0,5,-39.42,34.0,3.71e-05
3055,1,72,246.55,35.0,3.71e-05
3056,0,43,-1.91,34.0,3.71e-05
3057,1,99,247.39,35.0,3.70e-05
3058,0,12,-19.48,34.0,3.70e-05
3059,0,38,-25.51,33.0,3.70e-05
3060,1,45,221.68,34.0,3.70e-05
3061,0,29,9.37,33.0,3.69e-05
3062,1,35,221.65,34.0,3.69e-05
3063,0,53,46.80,34.0,3.69e-05
3064,0,9,-6.67,34.0,3.68e-05
3065,1,49,255.31,34.0,3.68e-05
3066,1,48,207.58,35.0,3.68e-05
3067,1,34,223.15,36.0,3.67e-05
3068,1,46,234.90,36.0,3.67e-05
3069,1,44,242.23,37.0,3.67e-05
3070,1,34,222.25,38.0,3.67e-05
3072,1,45,246.34,39.0,3.66e-05
3073,1,79,193.65,40.0,3.66e-05
3074,1,37,265.69,41.0,3.66e-05
3075,0,25,31.57,41.0,3.65e-05
3076,0,11,-5.75,41.0,3.65e-05
3077,1,42,203.85,41.0,3.65e-05
3078,0,10,-17.80,40.0,3.65e-05
3079,0,3,-23.73,40.0,3.64e-05
3080,0,16,20.79,40.0,3.64e-05
3081,1,37,202.88,40.0,3.64e-05
3082,1,34,229.31,41.0,3.63e-05
3083,0,5,-28.53,41.0,3.63e-05
3084,1,47,197.14,42.0,3.63e-05
3085,1,34,215.58,42.0,3.62e-05
3086,0,12,5.13,42.0,3.62e-05
3087,1,52,222.15,43.0,3.62e-05
3088,1,39,197.60,43.0,3.62e-05
3089,0,30,56.87,43.0,3.61e-05
3090,0,2,-27.67,43.0,3.61e-05
3091,1,57,213.96,44.0,3.61e-05
3092,1,60,228.92,45.0,3.60e-05
3093,0,8,2.96,45.0,3.60e-05
3094,1,49,214.20,46.0,3.60e-05
3095,1,31,227.53,47.0,3.59e-05
3096,0,2,-29.58,46.0,3.59e-05
3097,0,9,-8.99,46.0,3.59e-05
3098,1,59,228.32,47.0,3.59e-05
3099,1,39,195.70,47.0,3.58e-05
3100,0,26,25.62,47.0,3.58e-05
3101,1,52,245.37,48.0,3.58e-05
3102,1,37,213.93,49.0,3.57e-05
3103,1,74,229.45,49.0,3.57e-05
3104,1,59,242.79,49.0,3.57e-05
3105,0,18,11.88,48.0,3.56e-05
3106,1,53,212.47,48.0,3.56e-05
3107,0,22,2.10,47.0,3.56e-05
3108,0,2,-28.72,46.0,3.56e-05
3110,0,21,16.31,46.0,3.55e-05
3111,0,12,-14.18,45.0,3.55e-05
3112,0,2,-28.28,45.0,3.55e-05
3113,0,10,-9.67,45.0,3.54e-05
3114,1,62,219.41,45.0,3.54e-05
3115,0,30,-25.05,45.0,3.54e-05
3116,0,17,-11.43,44.0,3.54e-05
3117,1,65,230.10,45.0,3.53e-05
3118,0,50,33.23,45.0,3.53e-05
3119,0,10,-17.35,44.0,3.53e-05
3121,1,28,199.01,45.0,3.52e-05
3122,0,23,-22.98,45.0,3.52e-05
3123,0,28,36.36,45.0,3.52e-05
3124,1,39,237.24,46.0,3.51e-05
3125,1,52,243.09,47.0,3.51e-05
3126,0,39,18.28,47.0,3.51e-05
3127,0,34,12.33,46.0,3.51e-05
3128,1,49,251.99,47.0,3.50e-05
3129,1,48,234.34,47.0,3.50e-05
3130,0,3,-29.91,47.0,3.50e-05
3131,1,50,234.83,47.0,3.49e-05
3132,0,7,-15.63,47.0,3.49e-05
3133,1,36,217.16,48.0,3.49e-05
3134,0,3,-27.21,47.0,3.48e-05
3135,1,39,226.79,48.0,3.48e-05
3136,1,35,258.86,48.0,3.48e-05
3137,0,54,78.71,47.0,3.48e-05
3138,1,45,236.41,48.0,3.47e-05
3139,1,77,189.50,49.0,3.47e-05
3141,0,32,-5.83,47.0,3.47e-05
3142,0,13,16.79,46.0,3.46e-05
3143,0,28,28.92,45.0,3.46e-05
3145,1,42,213.55,45.0,3.46e-05
3146,0,39,-11.53,45.0,3.46e-05
3147,0,17,13.72,45.0,3.45e-05
3148,0,3,-30.08,45.0,3.45e-05
3149,1,31,205.77,46.0,3.45e-05
3150,1,58,211.80,47.0,3.44e-05
3151,1,24,209.05,48.0,3.44e-05
3152,0,31,20.24,48.0,3.44e-05
3153,0,51,21.61,48.0,3.43e-05
3154,0,13,17.99,48.0,3.43e-05
3155,1,71,211.11,48.0,3.43e-05
3156,0,24,25.11,48.0,3.43e-05
3157,0,12,-4.36,47.0,3.42e-05
3158,1,20,210.77,48.0,3.42e-05
3159,0,24,4.78,48.0,3.42e-05
3160,0,3,-21.85,47.0,3.41e-05
3161,1,55,239.30,48.0,3.41e-05
3162,0,4,-26.78,47.0,3.41e-05
3163,1,42,247.61,48.0,3.41e-05
3164,0,22,11.69,48.0,3.40e-05
3165,0,25,25.43,47.0,3.40e-05
3166,1,68,220.54,47.0,3.40e-05
3167,1,34,225.78,47.0,3.39e-05
3168,0,8,-12.58,46.0,3.39e-05
3169,0,37,-28.70,45.0,3.39e-05
3170,1,39,199.60,45.0,3.38e-05
3171,0,16,15.28,45.0,3.38e-05
3172,0,18,20.56,44.0,3.38e-05
3173,1,82,224.12,44.0,3.38e-05
3174,1,54,249.27,44.0,3.37e-05
3175,1,35,214.43,45.0,3.37e-05
3176,1,26,220.52,46.0,3.37e-05
3177,0,10,-20.64,45.0,3.36e-05
3178,0,3,-36.72,45.0,3.36e-05
3179,1,68,197.34,46.0,3.36e-05
3180,0,8,-19.46,46.0,3.36e-05
3181,1,48,220.11,46.0,3.35e-05
3182,0,16,14.28,45.0,3.35e-05
3183,1,25,226.73,46.0,3.35e-05
3184,0,25,18.28,45.0,3.34e-05
3185,1,45,227.76,45.0,3.34e-05
3186,0,4,-35.72,45.0,3.34e-05
3187,0,25,15.82,44.0,3.34e-05
3188,0,4,-16.73,43.0,3.33e-05
3189,1,55,223.81,44.0,3.33e-05
3190,0,26,-21.04,44.0,3.33e-05
3191,0,4,-26.36,43.0,3.32e-05
3192,1,45,220.73,43.0,3.32e-05
3193,0,5,-25.34,43.0,3.32e-05
3194,1,78,223.24,43.0,3.31e-05
3195,0,17,-19.13,42.0,3.31e-05
3196,1,40,230.41,43.0,3.31e-05
3197,1,76,208.27,44.0,3.31e-05
3198,1,42,235.41,44.0,3.30e-05
3199,1,48,199.44,44.0,3.30e-05
3200,0,11,-7.69,44.0,3.30e-05
3201,1,51,225.48,44.0,3.29e-05
3202,0,2,-29.00,43.0,3.29e-05
3203,1,56,235.88,43.0,3.29e-05
3204,1,80,202.21,43.0,3.29e-05
3205,0,5,-20.43,43.0,3.28e-05
3206,1,62,181.40,43.0,3.28e-05
3207,1,67,205.75,44.0,3.28e-05
3208,1,64,235.10,45.0,3.27e-05
3209,1,54,229.97,46.0,3.27e-05
3210,0,6,-22.23,46.0,3.27e-05
3211,0,2,-27.37,46.0,3.27e-05
3212,1,60,235.78,47.0,3.26e-05
3213,0,2,-33.83,47.0,3.26e-05
3214,1,48,241.56,47.0,3.26e-05
3215,0,6,-22.78,47.0,3.25e-05
3216,1,60,235.72,48.0,3.25e-05
3217,0,7,-30.53,47.0,3.25e-05
3218,0,17,2.19,47.0,3.25e-05
3219,1,43,223.04,48.0,3.24e-05
3220,1,19,212.15,49.0,3.24e-05
3221,0,2,-33.21,48.0,3.24e-05
3222,1,54,218.84,49.0,3.23e-05
3223,0,16,19.46,49.0,3.23e-05
3224,0,4,-33.00,48.0,3.23e-05
3225,0,11,14.17,47.0,3.22e-05
3226,0,3,-29.79,47.0,3.22e-05
3227,0,28,-19.20,47.0,3.22e-05
3228,0,24,10.54,46.0,3.22e-05
3229,1,67,212.67,46.0,3.21e-05
3230,0,35,47.92,46.0,3.21e-05
3231,0,17,-22.90,45.0,3.21e-05
3232,1,59,197.83,46.0,3.20e-05
3233,0,7,-40.92,45.0,3.20e-05
3234,1,31,223.27,46.0,3.20e-05
3235,0,9,-19.47,45.0,3.20e-05
3236,1,21,238.76,45.0,3.19e-05
3237,0,6,-29.09,45.0,3.19e-05
3238,1,46,223.34,45.0,3.19e-05
3239,1,81,236.64,45.0,3.18e-05
3240,1,33,208.24,46.0,3.18e-05
3241,0,24,11.56,46.0,3.18e-05
3242,0,37,-8.36,46.0,3.18e-05
3244,0,2,-31.10,46.0,3.17e-05
3245,1,55,248.93,46.0,3.17e-05
3246,1,66,214.36,47.0,3.17e-05
3247,1,32,213.68,48.0,3.16e-05
3248,1,70,217.09,49.0,3.16e-05
3249,1,38,198.93,49.0,3.16e-05
3250,0,42,47.63,48.0,3.16e-05
3251,0,55,18.34,47.0,3.15e-05
3252,0,37,45.58,47.0,3.15e-05
3253,0,37,14.64,47.0,3.15e-05
3254,0,22,7.99,47.0,3.14e-05
3255,1,54,210.62,47.0,3.14e-05
3256,1,42,250.05,48.0,3.14e-05
3257,1,71,206.06,49.0,3.14e-05
3258,0,30,24.25,48.0,3.13e-05
3259,0,7,-25.41,48.0,3.13e-05
3260,1,56,225.35,49.0,3.13e-05
3261,1,43,233.21,49.0,3.12e-05
3262,1,56,224.93,50.0,3.12e-05
3263,0,37,-14.63,49.0,3.12e-05
3264,0,33,30.94,49.0,3.12e-05
3265,0,3,-35.05,49.0,3.11e-05
3266,1,17,216.86,49.0,3.11e-05
3267,1,94,184.59,49.0,3.11e-05
3268,1,56,213.20,50.0,3.10e-05
3269,0,7,-19.87,50.0,3.10e-05
3270,1,71,209.04,50.0,3.10e-05
3271,0,35,8.48,50.0,3.10e-05
3272,0,54,37.43,50.0,3.09e-05
3273,1,38,244.88,50.0,3.09e-05
3274,0,11,16.77,49.0,3.09e-05
3275,0,7,-24.90,48.0,3.08e-05
3276,0,24,-19.51,47.0,3.08e-05
3277,0,12,-33.44,47.0,3.08e-05
3278,0,28,18.00,47.0,3.08e-05
3279,1,47,231.80,47.0,3.07e-05
3280,1,66,234.04,48.0,3.07e-05
3281,1,58,213.00,48.0,3.07e-05
3282,0,74,32.03,48.0,3.06e-05
3284,0,9,-14.74,47.0,3.06e-05
3285,0,9,-14.49,46.0,3.06e-05
3286,1,75,242.89,47.0,3.06e-05
3287,0,63,13.49,47.0,3.05e-05
3288,0,94,64.65,47.0,3.05e-05
3289,0,44,87.60,46.0,3.05e-05
3290,0,11,-16.55,46.0,3.04e-05
3291,0,53,-1.05,46.0,3.04e-05
3292,1,42,228.28,46.0,3.04e-05
3293,0,6,-22.42,46.0,3.04e-05
3294,1,53,242.48,46.0,3.03e-05
3295,1,49,217.84,47.0,3.03e-05
3296,0,10,-28.91,46.0,3.03e-05
3297,0,14,-5.17,45.0,3.02e-05
3299,0,60,2.27,43.0,3.02e-05
3300,0,9,-8.71,43.0,3.02e-05
